# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a0669               [k] 0xffffffffa88968a0                446               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06c5               [k] 0xffffffffa8609e70                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06ce               [k] 0xffffffffa875eac0                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06ea               [k] 0xffffffffa88a0e06                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06ea               [k] 0xffffffffa88a0e06                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a1096               [k] 0xffffffffa8895080                268               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a10a4               [k] 0xffffffffa889cc30                10                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a10c8               [k] 0xffffffffa8895090                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a146a               [k] 0xffffffffa88a0e70                89                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                26                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a15ac               [k] 0xffffffffa88a1830                19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a15ac               [k] 0xffffffffa88a1830                18                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a15ac               [k] 0xffffffffa88a1830                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a1744               [k] 0xffffffffa8896960                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                49                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                47                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                36                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                35                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                14                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a17bc               [k] 0xffffffffa88a1971                10                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a1978               [k] 0xffffffffa88a29d3                24                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a1978               [k] 0xffffffffa88a29d3                4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2906               [k] 0xffffffffa86fd047                111               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2906               [k] 0xffffffffa86fd047                67                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2906               [k] 0xffffffffa86fd047                58                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2906               [k] 0xffffffffa86fd047                48                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                40                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                31                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a66d9               [k] 0xffffffffa88a9d30                40                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a6708               [k] 0xffffffffa88a9d30                11                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a67e4               [k] 0xffffffffa88a750a                121               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a750e               [k] 0xffffffffa88aa460                2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a7513               [k] 0xffffffffa875eac0                9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a7530               [k] 0xffffffffa889b788                13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a9d64               [k] 0xffffffffa93bba60                6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a9d64               [k] 0xffffffffa93bba60                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a9db0               [k] 0xffffffffa88a66de                7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a9db0               [k] 0xffffffffa88a670d                3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88aa4a1               [k] 0xffffffffa875eac0                37                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88aa4a7               [k] 0xffffffffa88a7513                4                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b2da6               [.] 0xffffffffa8cac970                24                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b2da6               [.] 0xffffffffa8cac970                20                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88b2da6               [k] 0xffffffffa8cac970                5                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b2da6               [.] 0xffffffffa8cac970                3                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3005               [.] 0xffffffffa88b2d90                58                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3005               [.] 0xffffffffa88b2d90                41                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3005               [.] 0xffffffffa88b2d90                30                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88b3005               [k] 0xffffffffa88b2d90                29                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3058               [.] 0xffffffffa88b335d                7                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3358               [.] 0xffffffffa88b2fc0                17                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3358               [.] 0xffffffffa88b2fc0                16                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3397               [.] 0xffffffffa876e69d                77                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3397               [.] 0xffffffffa876e69d                54                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa88b3397               [.] 0xffffffffa876e69d                53                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88b3397               [k] 0xffffffffa876e69d                49                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa897bd3c               [k] 0xffffffffa876e677                52                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa897bd3c               [.] 0xffffffffa876e677                38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997d9e               [k] 0xffffffffa8997de3                103               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997d9e               [k] 0xffffffffa8997de3                81                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997d9e               [k] 0xffffffffa8997de3                76                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997d9e               [k] 0xffffffffa8997de3                25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997dde               [k] 0xffffffffa8997d30                26                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997dde               [k] 0xffffffffa8997d30                24                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997dde               [k] 0xffffffffa8997d30                23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997dde               [k] 0xffffffffa8997d30                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8997dde               [k] 0xffffffffa8997d30                1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89b0f6b               [k] 0xffffffffa87785d0                79                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89b0f6b               [k] 0xffffffffa87785d0                5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89bcce1               [k] 0xffffffffa875eac0                95                
